"","GISJOIN","STATE","state_county","YEAR","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","South American","Other Hispanic or Latino","Total Hispanic or Latino","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"646","G1700310520100","Illinois","17031",2000,1626,60,3,0,16,7,155,1867,0,1,5,1,0,9,0,0,0,0,1,2,0,1,0,0,3,0,1,0,154,"Cook"
"647","G1700310520200","Illinois","17031",2000,3178,149,4,0,35,6,236,3608,0,11,8,1,0,15,0,0,0,0,0,0,0,6,0,0,0,0,7,2,227,"Cook"
"648","G1700310520300","Illinois","17031",2000,4080,169,1,0,36,3,267,4556,0,6,12,0,0,17,1,0,0,0,0,1,0,1,0,1,0,0,7,0,260,"Cook"
"649","G1700310520400","Illinois","17031",2000,2405,100,1,2,21,6,169,2704,0,5,5,0,2,9,0,1,0,0,1,1,0,3,0,0,0,0,4,1,164,"Cook"
"650","G1700310520500","Illinois","17031",2000,1731,89,0,0,16,5,158,1999,0,3,1,0,0,10,2,1,0,0,0,0,0,1,0,3,0,0,3,0,155,"Cook"
"651","G1700310520600","Illinois","17031",2000,1169,73,1,1,20,0,115,1379,3,2,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,"Cook"
"652","G1700310530100","Illinois","17031",2000,1196,30,1,0,10,0,76,1313,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75,"Cook"
"653","G1700310530200","Illinois","17031",2000,72,10,1,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"654","G1700310530300","Illinois","17031",2000,17,3,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Cook"
"655","G1700310530400","Illinois","17031",2000,95,10,0,0,0,0,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"656","G1700310530500","Illinois","17031",2000,54,24,3,0,14,0,15,110,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Cook"
"657","G1700310530600","Illinois","17031",2000,28,11,0,0,1,0,9,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,"Cook"
"658","G1700310540100","Illinois","17031",2000,145,2,2,0,1,1,9,160,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,"Cook"
"659","G1700310550100","Illinois","17031",2000,1782,151,8,1,26,9,149,2126,0,6,2,1,0,13,4,0,0,0,0,0,0,9,0,0,0,0,9,0,140,"Cook"
"660","G1700310550200","Illinois","17031",2000,601,17,0,0,9,9,58,694,0,1,7,0,0,1,0,7,0,0,0,0,0,1,0,1,0,0,2,0,56,"Cook"
"661","G1700310560100","Illinois","17031",2000,627,38,3,0,1,0,58,727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,52,"Cook"
"662","G1700310560200","Illinois","17031",2000,22,1,1,0,1,0,6,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Cook"
"663","G1700310560300","Illinois","17031",2000,737,60,1,0,8,28,81,915,0,4,1,0,0,3,0,0,2,0,24,2,0,0,0,0,0,0,1,1,79,"Cook"
"664","G1700310560400","Illinois","17031",2000,467,21,8,0,5,8,57,566,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,0,0,0,4,0,53,"Cook"
"665","G1700310560500","Illinois","17031",2000,160,0,0,0,0,5,6,171,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,"Cook"
"666","G1700310560600","Illinois","17031",2000,271,32,1,0,2,4,19,329,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,18,"Cook"
"667","G1700310560700","Illinois","17031",2000,494,41,1,0,4,10,30,580,0,2,2,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,0,25,"Cook"
"668","G1700310560800","Illinois","17031",2000,722,73,6,0,4,11,58,874,0,1,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,23,0,35,"Cook"
"669","G1700310560900","Illinois","17031",2000,496,22,0,1,2,6,27,554,0,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0,0,26,"Cook"
"670","G1700310561000","Illinois","17031",2000,436,31,4,0,1,20,46,538,0,1,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,0,2,0,44,"Cook"
"671","G1700310561100","Illinois","17031",2000,555,48,4,0,6,2,48,663,1,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,7,0,39,"Cook"
"672","G1700310561200","Illinois","17031",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"673","G1700310561300","Illinois","17031",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"674","G1700310570100","Illinois","17031",2000,568,34,5,0,3,1,23,634,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,"Cook"
"675","G1700310570200","Illinois","17031",2000,730,31,1,0,7,10,40,819,0,7,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,40,"Cook"
"676","G1700310570300","Illinois","17031",2000,2227,77,2,1,24,6,86,2423,0,17,3,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,4,0,82,"Cook"
"677","G1700310570400","Illinois","17031",2000,624,47,0,0,0,6,38,715,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,38,"Cook"
"678","G1700310570500","Illinois","17031",2000,767,35,2,1,13,6,70,894,0,11,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,2,0,68,"Cook"
"679","G1700310580100","Illinois","17031",2000,1938,69,0,1,23,10,79,2120,0,10,5,0,0,8,0,0,0,0,4,1,0,3,0,0,2,0,1,0,78,"Cook"
"680","G1700310580200","Illinois","17031",2000,2530,59,10,1,22,23,120,2765,0,14,0,0,0,8,0,0,0,0,2,19,0,1,0,1,0,2,2,1,115,"Cook"
"681","G1700310580300","Illinois","17031",2000,2044,52,1,1,43,5,105,2251,0,20,18,4,0,0,1,0,0,0,1,3,0,0,1,0,0,1,0,0,104,"Cook"
"682","G1700310580400","Illinois","17031",2000,2702,67,14,0,59,41,194,3077,2,43,3,3,0,8,0,0,0,0,12,27,0,1,0,0,1,1,6,0,187,"Cook"
"683","G1700310580500","Illinois","17031",2000,7462,197,9,1,48,14,401,8132,0,23,6,7,0,8,4,0,0,0,6,6,0,1,1,0,0,0,13,0,388,"Cook"
"684","G1700310580600","Illinois","17031",2000,3806,122,12,0,56,21,188,4205,1,18,5,12,0,14,6,0,0,1,6,3,0,4,0,1,6,0,5,4,179,"Cook"
"685","G1700310580700","Illinois","17031",2000,4002,119,1,9,32,25,281,4469,1,20,4,0,0,1,6,0,0,0,3,12,0,10,0,0,0,0,0,3,278,"Cook"
"686","G1700310580800","Illinois","17031",2000,1656,34,0,0,4,3,86,1783,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,84,"Cook"
"687","G1700310580900","Illinois","17031",2000,4311,126,2,0,52,24,249,4764,3,13,23,6,0,4,3,2,0,6,2,9,0,5,0,0,0,0,11,0,238,"Cook"
"688","G1700310581000","Illinois","17031",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"689","G1700310581100","Illinois","17031",2000,767,22,0,0,11,17,26,843,0,11,0,0,0,0,0,0,0,7,0,9,0,1,0,0,0,0,4,0,22,"Cook"
"690","G1700310590100","Illinois","17031",2000,107,28,3,0,1,0,4,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"691","G1700310590200","Illinois","17031",2000,1342,95,10,3,16,31,98,1595,0,4,1,0,0,11,0,0,0,1,13,14,0,3,0,0,0,4,15,0,79,"Cook"
"692","G1700310590300","Illinois","17031",2000,1514,121,3,0,13,10,100,1761,0,3,1,6,0,3,0,0,0,0,2,1,0,0,0,0,7,0,5,0,95,"Cook"
"693","G1700310590400","Illinois","17031",2000,573,15,1,3,11,5,38,646,0,2,0,7,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,38,"Cook"
"694","G1700310590500","Illinois","17031",2000,1024,71,3,0,11,7,43,1159,0,8,0,0,0,3,0,0,0,0,0,6,0,1,0,0,0,0,4,0,39,"Cook"
"695","G1700310590600","Illinois","17031",2000,2099,68,2,0,21,43,172,2405,0,8,6,2,0,5,0,0,0,0,11,14,0,12,0,4,2,0,7,0,165,"Cook"
"696","G1700310590700","Illinois","17031",2000,1875,53,7,0,17,10,148,2110,1,8,0,1,0,7,0,0,0,0,0,8,0,1,0,1,0,2,6,0,140,"Cook"
"697","G1700310600100","Illinois","17031",2000,58,0,0,0,2,0,1,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"698","G1700310600200","Illinois","17031",2000,150,5,1,0,6,0,6,168,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Cook"
"699","G1700310600300","Illinois","17031",2000,214,10,0,0,4,13,26,267,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,0,4,0,22,"Cook"
"700","G1700310600400","Illinois","17031",2000,593,23,2,0,34,8,47,707,3,30,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,47,"Cook"
"701","G1700310600500","Illinois","17031",2000,400,20,1,0,3,7,46,477,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,44,"Cook"
"702","G1700310600600","Illinois","17031",2000,984,45,2,0,13,17,89,1150,4,4,5,0,0,0,0,0,0,2,3,10,0,2,0,0,0,1,11,0,77,"Cook"
"703","G1700310600700","Illinois","17031",2000,657,24,1,1,16,6,107,812,0,10,1,0,0,5,0,0,0,1,0,3,1,1,0,0,0,0,4,0,103,"Cook"
"704","G1700310600800","Illinois","17031",2000,1783,95,3,1,11,17,78,1988,0,6,1,0,0,4,0,0,0,0,1,6,0,10,0,0,0,0,7,0,71,"Cook"
"705","G1700310600900","Illinois","17031",2000,1723,165,0,1,13,13,133,2048,0,3,4,0,1,0,5,0,0,0,6,5,0,2,0,0,0,3,2,0,128,"Cook"
"706","G1700310601000","Illinois","17031",2000,322,20,4,3,24,6,13,392,4,18,0,0,0,2,0,0,2,0,0,1,0,0,0,2,1,0,1,0,12,"Cook"
"707","G1700310601100","Illinois","17031",2000,314,39,2,0,1,1,36,393,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,31,"Cook"
"708","G1700310601200","Illinois","17031",2000,170,8,2,0,7,2,35,224,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,34,"Cook"
"709","G1700310601300","Illinois","17031",2000,98,8,1,0,2,1,1,111,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Cook"
"710","G1700310601400","Illinois","17031",2000,276,30,1,0,20,9,19,355,0,19,0,0,1,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,19,"Cook"
"711","G1700310601500","Illinois","17031",2000,740,38,0,0,8,5,54,845,0,5,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,1,1,0,52,"Cook"
"712","G1700310601600","Illinois","17031",2000,162,2,0,0,0,0,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Cook"
"713","G1700310610100","Illinois","17031",2000,202,9,0,0,7,2,33,253,3,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,21,0,12,"Cook"
"714","G1700310610200","Illinois","17031",2000,516,15,1,0,0,3,34,569,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,34,"Cook"
"715","G1700310610300","Illinois","17031",2000,4599,91,0,0,43,5,263,5001,1,15,22,3,0,2,0,0,0,0,0,1,0,0,0,0,4,0,8,1,254,"Cook"
"716","G1700310610400","Illinois","17031",2000,2209,15,0,0,10,13,120,2367,0,3,6,0,0,1,0,0,0,0,1,8,0,0,0,0,4,16,8,0,96,"Cook"
"717","G1700310610500","Illinois","17031",2000,113,1,0,0,2,0,9,125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,"Cook"
"718","G1700310610600","Illinois","17031",2000,71,0,0,0,7,0,6,84,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Cook"
"719","G1700310610700","Illinois","17031",2000,285,68,0,0,4,13,51,421,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,20,0,31,"Cook"
"720","G1700310610800","Illinois","17031",2000,127,11,0,0,2,0,12,152,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,"Cook"
"721","G1700310610900","Illinois","17031",2000,174,20,0,0,11,0,28,233,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,19,"Cook"
"722","G1700310611000","Illinois","17031",2000,170,24,0,0,9,0,6,209,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Cook"
"723","G1700310611100","Illinois","17031",2000,2117,53,0,0,39,2,66,2277,0,24,8,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,10,0,56,"Cook"
"724","G1700310611200","Illinois","17031",2000,2240,48,0,0,37,6,117,2448,0,22,10,0,0,1,4,0,0,1,5,0,0,0,0,0,0,0,2,0,115,"Cook"
"725","G1700310611300","Illinois","17031",2000,2946,81,1,0,47,11,163,3249,0,27,7,8,0,5,0,0,0,0,5,5,0,0,0,0,1,6,9,0,148,"Cook"
"726","G1700310611400","Illinois","17031",2000,3735,82,6,0,54,4,136,4017,0,27,15,0,0,12,0,0,0,0,0,1,0,0,0,0,3,0,1,0,135,"Cook"
"727","G1700310611500","Illinois","17031",2000,2966,68,5,2,32,19,198,3290,2,9,14,3,0,3,1,0,0,0,0,9,0,10,0,0,0,0,6,0,192,"Cook"
"728","G1700310611600","Illinois","17031",2000,328,17,0,0,1,4,25,375,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,"Cook"
"729","G1700310611700","Illinois","17031",2000,286,44,0,0,0,2,18,350,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,"Cook"
"730","G1700310611800","Illinois","17031",2000,148,35,2,0,0,0,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Cook"
"731","G1700310611900","Illinois","17031",2000,168,27,8,0,1,1,24,229,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,18,"Cook"
"732","G1700310612000","Illinois","17031",2000,9,10,0,0,0,2,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,"Cook"
"733","G1700310612100","Illinois","17031",2000,24,2,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"734","G1700310612200","Illinois","17031",2000,29,3,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"735","G1700310620100","Illinois","17031",2000,2016,84,0,0,29,33,146,2308,0,19,1,3,1,5,0,0,5,0,16,6,0,2,0,4,0,0,13,0,133,"Cook"
"736","G1700310620200","Illinois","17031",2000,590,41,0,0,5,3,16,655,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,14,"Cook"
"737","G1700310620300","Illinois","17031",2000,1525,101,12,0,18,29,94,1779,0,14,2,1,0,1,0,1,0,0,2,25,0,0,1,0,0,0,1,1,92,"Cook"
"738","G1700310620400","Illinois","17031",2000,2855,64,3,0,25,13,173,3133,0,21,3,0,0,1,0,0,0,5,1,6,0,1,0,0,0,0,1,0,172,"Cook"
"739","G1700310630100","Illinois","17031",2000,718,52,3,0,27,3,50,853,0,20,0,0,0,4,3,0,0,0,0,2,0,1,0,0,0,0,0,0,50,"Cook"
"740","G1700310630200","Illinois","17031",2000,1532,52,3,0,18,8,73,1686,0,10,4,0,0,4,0,0,0,0,2,6,0,0,0,0,0,0,4,0,69,"Cook"
"741","G1700310630300","Illinois","17031",2000,3877,103,5,0,72,2,224,4283,0,57,2,6,0,2,5,0,0,0,1,1,0,0,0,0,0,0,20,0,204,"Cook"
"742","G1700310630400","Illinois","17031",2000,5204,119,8,0,46,30,304,5711,0,13,23,0,0,10,0,0,0,1,8,18,0,2,0,0,1,0,17,5,282,"Cook"
"743","G1700310630500","Illinois","17031",2000,4913,222,4,0,39,13,243,5434,0,5,17,0,0,17,0,0,0,0,3,7,0,2,0,0,1,0,8,0,235,"Cook"
"744","G1700310630600","Illinois","17031",2000,76,5,0,0,0,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Cook"
"745","G1700310630700","Illinois","17031",2000,2812,198,4,5,79,17,200,3315,1,46,9,7,0,11,5,0,0,3,8,0,2,2,0,1,1,0,1,1,198,"Cook"
"746","G1700310630800","Illinois","17031",2000,5055,197,17,0,40,28,281,5618,0,12,19,1,1,7,0,0,0,0,17,6,0,0,0,2,3,0,7,0,274,"Cook"
"747","G1700310630900","Illinois","17031",2000,3724,156,2,0,56,21,134,4093,0,42,11,0,0,3,0,0,1,0,9,5,0,6,0,0,0,0,0,0,134,"Cook"
"748","G1700310640100","Illinois","17031",2000,325,40,0,0,6,10,35,416,0,2,0,2,0,0,2,0,0,0,0,0,0,0,6,0,4,0,0,0,35,"Cook"
"749","G1700310640200","Illinois","17031",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"750","G1700310640300","Illinois","17031",2000,866,93,5,2,14,32,95,1107,0,2,0,0,0,3,9,5,1,1,14,4,0,4,0,3,0,0,3,0,92,"Cook"
"751","G1700310640400","Illinois","17031",2000,263,31,4,0,2,11,26,337,0,0,2,0,0,0,0,3,0,1,0,3,0,4,0,0,0,0,5,0,21,"Cook"
"752","G1700310640500","Illinois","17031",2000,340,52,4,0,2,3,20,421,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,18,"Cook"
"753","G1700310640600","Illinois","17031",2000,520,58,9,0,12,15,80,694,0,5,4,2,1,0,0,0,0,0,5,2,0,7,1,0,0,1,6,0,73,"Cook"
"754","G1700310640700","Illinois","17031",2000,701,101,2,0,25,15,75,919,0,18,0,2,0,5,0,3,0,0,1,11,0,0,0,0,0,0,7,0,68,"Cook"
"755","G1700310640800","Illinois","17031",2000,634,41,4,0,7,19,89,794,0,5,2,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,1,0,88,"Cook"
"756","G1700310650100","Illinois","17031",2000,2584,113,6,0,22,13,133,2871,0,13,1,0,1,5,2,0,2,1,5,5,0,0,0,0,0,1,1,0,131,"Cook"
"757","G1700310650200","Illinois","17031",2000,2157,122,6,0,6,28,158,2477,0,3,2,0,0,1,0,1,1,0,10,15,0,0,1,0,0,0,6,0,152,"Cook"
"758","G1700310650300","Illinois","17031",2000,4264,212,16,0,59,39,299,4889,3,46,3,0,1,6,0,1,3,1,15,12,0,3,0,2,2,3,19,1,276,"Cook"
"759","G1700310650400","Illinois","17031",2000,3085,179,10,0,46,26,206,3552,3,24,4,3,0,12,0,1,8,0,0,14,0,0,0,0,3,0,8,1,197,"Cook"
"760","G1700310650500","Illinois","17031",2000,1199,77,3,1,10,28,72,1390,0,7,3,0,0,0,0,0,0,0,21,6,0,1,0,0,0,0,2,1,69,"Cook"
"761","G1700310660100","Illinois","17031",2000,13,0,1,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,"Cook"
"762","G1700310660200","Illinois","17031",2000,1561,182,10,0,37,3,108,1901,0,18,0,2,4,13,0,3,0,0,0,0,0,0,0,0,0,0,5,0,103,"Cook"
"763","G1700310660300","Illinois","17031",2000,4652,213,8,0,48,19,285,5225,2,29,9,4,0,2,2,0,0,0,2,14,0,0,0,2,1,0,12,0,273,"Cook"
"764","G1700310660400","Illinois","17031",2000,3777,215,16,1,64,36,222,4331,0,38,9,7,0,6,4,0,0,3,6,12,0,11,0,3,1,0,13,0,209,"Cook"
"765","G1700310660500","Illinois","17031",2000,3032,172,7,0,58,23,217,3509,0,35,12,2,0,5,4,0,1,2,11,6,0,2,0,1,0,2,12,0,203,"Cook"
"766","G1700310660600","Illinois","17031",2000,1974,104,9,0,17,7,115,2226,2,11,4,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,0,114,"Cook"
"767","G1700310660700","Illinois","17031",2000,8,11,1,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Cook"
"768","G1700310660800","Illinois","17031",2000,1475,98,3,2,26,12,149,1765,0,0,1,13,3,4,5,0,1,0,0,7,1,1,0,0,2,2,11,0,136,"Cook"
"769","G1700310660900","Illinois","17031",2000,199,46,7,0,5,6,17,280,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,16,"Cook"
"770","G1700310661000","Illinois","17031",2000,149,28,1,0,1,1,39,219,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,32,"Cook"
"771","G1700310661100","Illinois","17031",2000,1643,161,10,0,49,21,153,2037,9,26,8,2,1,0,3,0,1,0,6,8,0,2,0,0,4,2,2,0,149,"Cook"
"772","G1700310670100","Illinois","17031",2000,19,8,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"773","G1700310670200","Illinois","17031",2000,24,4,0,0,1,0,4,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"774","G1700310670300","Illinois","17031",2000,30,4,1,0,3,0,0,38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"775","G1700310670400","Illinois","17031",2000,27,8,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"776","G1700310670500","Illinois","17031",2000,19,7,0,0,2,0,5,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Cook"
"777","G1700310670600","Illinois","17031",2000,16,3,1,1,3,0,11,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Cook"
"778","G1700310670700","Illinois","17031",2000,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"779","G1700310670800","Illinois","17031",2000,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"780","G1700310670900","Illinois","17031",2000,9,3,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"781","G1700310671000","Illinois","17031",2000,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Cook"
"782","G1700310671100","Illinois","17031",2000,18,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"783","G1700310671200","Illinois","17031",2000,2,5,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"Cook"
"784","G1700310671300","Illinois","17031",2000,23,3,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"785","G1700310671400","Illinois","17031",2000,16,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"786","G1700310671500","Illinois","17031",2000,42,17,4,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"787","G1700310671600","Illinois","17031",2000,6,7,1,0,2,0,2,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Cook"
"788","G1700310671700","Illinois","17031",2000,2,1,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"789","G1700310671800","Illinois","17031",2000,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"790","G1700310671900","Illinois","17031",2000,3,6,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Cook"
"791","G1700310672000","Illinois","17031",2000,7,3,0,0,1,2,3,16,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,"Cook"
"792","G1700310680100","Illinois","17031",2000,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"793","G1700310680200","Illinois","17031",2000,20,11,2,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Cook"
"794","G1700310680300","Illinois","17031",2000,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"795","G1700310680400","Illinois","17031",2000,7,19,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"796","G1700310680500","Illinois","17031",2000,15,15,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"797","G1700310680600","Illinois","17031",2000,4,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Cook"
"798","G1700310680700","Illinois","17031",2000,24,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,"Cook"
"799","G1700310680800","Illinois","17031",2000,8,1,1,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Cook"
"800","G1700310680900","Illinois","17031",2000,31,9,1,1,1,0,4,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"801","G1700310681000","Illinois","17031",2000,29,1,1,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"802","G1700310681100","Illinois","17031",2000,9,8,0,0,15,0,6,38,1,0,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5,"Cook"
"803","G1700310681200","Illinois","17031",2000,18,10,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"804","G1700310681300","Illinois","17031",2000,9,2,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Cook"
