"","GISJOIN","STATE","state_county","YEAR","Total Hispanic or Latino","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"262","G1700310221500","Illinois","17031",2010,1365,769,361,35,4,54,0,29,5,2,1,16,1,107,0,3,0,19,78,1,6,0,0,0,35,9,1,0,25,"Cook"
"263","G1700310221600","Illinois","17031",2010,549,322,115,1,0,39,0,21,8,2,5,3,0,50,0,0,1,28,13,0,3,2,0,3,22,2,2,0,18,"Cook"
"264","G1700310222200","Illinois","17031",2010,278,126,103,8,2,18,12,4,0,0,1,1,0,6,1,1,1,3,0,0,0,0,0,0,15,2,4,0,9,"Cook"
"265","G1700310222500","Illinois","17031",2010,895,467,288,16,6,45,3,34,3,1,0,4,0,41,1,0,4,18,16,0,1,0,1,0,32,3,0,0,29,"Cook"
"266","G1700310222600","Illinois","17031",2010,803,326,376,12,12,44,0,13,15,0,1,15,0,24,1,0,0,6,12,0,3,0,2,0,9,1,0,0,8,"Cook"
"267","G1700310222700","Illinois","17031",2010,1488,720,618,15,7,42,0,27,6,1,0,7,1,54,2,2,0,20,24,0,0,0,2,4,32,3,2,0,27,"Cook"
"268","G1700310222800","Illinois","17031",2010,829,476,254,10,5,52,0,21,29,0,0,0,2,19,0,0,0,0,15,0,4,0,0,0,13,0,0,0,13,"Cook"
"269","G1700310222900","Illinois","17031",2010,1068,533,377,4,6,81,0,52,17,0,0,12,0,44,0,2,1,8,33,0,0,0,0,0,23,6,0,0,17,"Cook"
"270","G1700310230100","Illinois","17031",2010,1038,504,436,12,8,31,1,18,11,0,0,1,0,20,4,0,3,8,2,0,2,0,1,0,27,0,2,0,25,"Cook"
"271","G1700310230200","Illinois","17031",2010,1684,812,731,10,8,73,0,41,19,1,0,10,2,32,0,0,4,9,12,0,5,0,2,0,18,1,0,0,17,"Cook"
"272","G1700310230300","Illinois","17031",2010,906,635,215,0,3,37,0,13,6,0,0,18,0,5,0,0,0,0,5,0,0,0,0,0,11,3,0,0,8,"Cook"
"273","G1700310230400","Illinois","17031",2010,2329,1332,740,15,12,153,1,70,39,0,7,34,2,34,1,0,0,4,25,0,4,0,0,0,43,7,9,0,27,"Cook"
"274","G1700310230500","Illinois","17031",2010,3130,2098,736,25,23,134,0,58,38,6,2,28,2,43,0,2,0,8,29,0,1,0,3,0,71,5,8,0,58,"Cook"
"275","G1700310230600","Illinois","17031",2010,4297,2630,1249,28,51,200,0,83,71,1,7,36,2,81,0,0,0,6,65,0,6,0,4,0,58,5,0,0,53,"Cook"
"276","G1700310230700","Illinois","17031",2010,5199,2985,1661,26,96,253,3,139,79,4,7,19,2,81,10,0,0,14,44,0,5,2,2,4,97,4,0,0,93,"Cook"
"277","G1700310230800","Illinois","17031",2010,1148,683,398,4,17,23,0,8,9,0,1,5,0,11,2,0,0,1,6,0,0,0,0,2,12,1,1,0,10,"Cook"
"278","G1700310230900","Illinois","17031",2010,3640,1395,1889,46,47,122,5,60,26,5,8,17,1,72,1,2,6,22,28,0,10,0,3,0,69,3,5,0,61,"Cook"
"279","G1700310231100","Illinois","17031",2010,322,179,94,5,4,13,0,7,1,0,0,5,0,16,2,0,0,1,13,0,0,0,0,0,11,2,0,0,9,"Cook"
"280","G1700310231200","Illinois","17031",2010,1665,882,581,8,56,66,1,30,14,3,7,11,0,32,0,0,4,4,23,0,1,0,0,0,40,2,1,0,37,"Cook"
"281","G1700310231500","Illinois","17031",2010,393,171,172,9,6,7,0,5,0,0,0,2,0,10,0,0,0,3,6,0,1,0,0,0,18,0,0,0,18,"Cook"
"282","G1700310240200","Illinois","17031",2010,213,107,69,4,0,4,1,2,0,0,0,1,0,8,6,0,0,0,0,0,1,0,1,0,21,2,0,0,19,"Cook"
"283","G1700310240300","Illinois","17031",2010,143,72,50,3,0,2,0,1,0,0,0,1,0,10,0,0,1,4,1,0,1,0,2,1,6,1,1,0,4,"Cook"
"284","G1700310240500","Illinois","17031",2010,184,87,62,9,0,9,0,4,0,1,2,2,0,9,0,2,0,4,2,0,1,0,0,0,8,2,2,0,4,"Cook"
"285","G1700310240600","Illinois","17031",2010,728,479,203,11,0,14,0,10,2,1,0,1,0,7,1,0,0,2,2,0,2,0,0,0,14,1,1,0,12,"Cook"
"286","G1700310240700","Illinois","17031",2010,921,510,333,8,7,36,2,22,7,2,0,1,2,18,1,0,5,7,5,0,0,0,0,0,9,0,0,0,9,"Cook"
"287","G1700310240800","Illinois","17031",2010,1098,455,550,16,7,32,0,8,12,12,0,0,0,22,0,0,0,11,5,0,2,0,4,0,16,11,0,0,5,"Cook"
"288","G1700310240900","Illinois","17031",2010,647,132,438,5,17,12,1,5,3,1,0,2,0,35,3,5,0,7,10,0,8,0,2,0,8,1,0,0,7,"Cook"
"289","G1700310241000","Illinois","17031",2010,1092,297,704,20,12,11,0,7,1,0,0,3,0,25,0,0,1,16,5,0,3,0,0,0,23,1,5,0,17,"Cook"
"290","G1700310241100","Illinois","17031",2010,1420,489,784,26,5,27,0,11,14,0,0,2,0,46,6,0,1,16,15,0,8,0,0,0,43,10,2,0,31,"Cook"
"291","G1700310241200","Illinois","17031",2010,399,127,206,6,7,23,1,15,1,2,2,2,0,14,1,0,0,9,0,0,3,1,0,0,16,3,0,0,13,"Cook"
"292","G1700310241300","Illinois","17031",2010,252,66,133,5,0,7,0,4,1,0,0,2,0,24,14,0,2,3,4,0,1,0,0,0,17,4,0,0,13,"Cook"
"293","G1700310241400","Illinois","17031",2010,631,210,299,27,11,27,6,9,3,3,4,2,0,25,0,6,0,7,2,0,8,0,2,0,32,11,4,0,17,"Cook"
"294","G1700310241500","Illinois","17031",2010,598,407,127,9,0,23,2,9,4,4,3,0,1,16,1,2,0,7,0,0,3,0,3,0,16,2,1,0,13,"Cook"
"295","G1700310241600","Illinois","17031",2010,1051,852,102,13,2,8,2,3,1,0,0,2,0,41,0,0,5,11,14,0,6,1,2,2,33,5,3,0,25,"Cook"
"296","G1700310242000","Illinois","17031",2010,1368,860,288,18,15,28,4,7,7,6,1,3,0,110,5,2,4,13,74,0,11,0,1,0,49,7,3,0,39,"Cook"
"297","G1700310242100","Illinois","17031",2010,859,603,113,15,0,18,3,5,3,2,1,4,0,72,2,0,1,8,45,0,8,0,7,1,38,7,22,0,9,"Cook"
"298","G1700310242200","Illinois","17031",2010,763,523,105,10,11,23,0,7,8,1,3,4,0,41,4,3,1,12,16,0,2,0,3,0,50,7,12,0,31,"Cook"
"299","G1700310242300","Illinois","17031",2010,444,209,156,10,5,15,0,8,4,0,0,3,0,35,6,1,0,14,9,0,3,0,2,0,14,4,2,0,8,"Cook"
"300","G1700310242400","Illinois","17031",2010,212,94,83,3,1,11,0,4,2,2,0,3,0,10,3,1,1,3,2,0,0,0,0,0,10,8,1,0,1,"Cook"
"301","G1700310242500","Illinois","17031",2010,1268,574,590,16,10,25,0,9,12,0,1,3,0,22,0,0,2,3,7,0,7,0,3,0,31,2,3,0,26,"Cook"
"302","G1700310242600","Illinois","17031",2010,2665,833,1601,32,30,73,0,26,39,1,1,6,0,56,4,0,5,23,12,0,9,0,1,2,40,6,6,0,28,"Cook"
"303","G1700310242700","Illinois","17031",2010,1014,293,660,8,5,21,0,16,4,0,0,1,0,10,1,0,0,2,5,0,2,0,0,0,17,2,0,0,15,"Cook"
"304","G1700310242800","Illinois","17031",2010,272,151,84,4,5,5,0,1,1,3,0,0,0,17,2,0,2,2,8,0,2,0,1,0,6,1,2,0,3,"Cook"
"305","G1700310242900","Illinois","17031",2010,436,302,97,4,0,5,0,5,0,0,0,0,0,18,0,2,2,4,8,0,2,0,0,0,10,4,1,0,5,"Cook"
"306","G1700310243000","Illinois","17031",2010,775,578,139,5,4,26,0,9,14,0,2,1,0,12,1,2,0,5,3,0,1,0,0,0,11,2,0,0,9,"Cook"
"307","G1700310243100","Illinois","17031",2010,1110,790,175,3,20,13,0,6,1,0,2,4,0,69,2,0,3,2,59,1,2,0,0,0,40,2,0,0,38,"Cook"
"308","G1700310243200","Illinois","17031",2010,877,548,159,4,14,17,0,3,14,0,0,0,0,98,4,0,1,9,84,0,0,0,0,0,37,2,11,0,24,"Cook"
"309","G1700310243300","Illinois","17031",2010,633,459,85,9,5,11,1,8,0,0,0,2,0,32,2,0,2,8,15,0,3,0,2,0,32,6,4,0,22,"Cook"
"310","G1700310243400","Illinois","17031",2010,1167,845,191,12,2,12,0,12,0,0,0,0,0,86,0,0,1,8,72,0,4,0,1,0,19,2,3,0,14,"Cook"
"311","G1700310243500","Illinois","17031",2010,267,169,45,8,1,4,0,4,0,0,0,0,0,25,1,0,5,12,3,0,1,1,1,1,15,6,4,0,5,"Cook"
"312","G1700310250200","Illinois","17031",2010,972,473,312,14,22,58,0,20,27,0,0,9,2,12,0,0,0,10,2,0,0,0,0,0,81,1,0,0,80,"Cook"
"313","G1700310250300","Illinois","17031",2010,1024,675,217,4,7,32,1,16,14,0,0,1,0,24,0,0,0,6,17,0,1,0,0,0,65,3,6,0,56,"Cook"
"314","G1700310250400","Illinois","17031",2010,779,445,207,6,8,63,0,35,27,0,0,0,1,32,2,0,0,15,15,0,0,0,0,0,18,0,1,0,17,"Cook"
"315","G1700310250500","Illinois","17031",2010,1878,917,642,47,7,109,0,78,18,2,6,5,0,129,6,0,2,58,29,0,22,3,9,0,27,9,3,0,15,"Cook"
"316","G1700310250600","Illinois","17031",2010,337,189,101,2,4,15,3,3,0,0,0,8,1,19,0,0,0,3,15,0,1,0,0,0,7,0,0,0,7,"Cook"
"317","G1700310250700","Illinois","17031",2010,348,159,136,14,7,18,0,8,4,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,12,"Cook"
"318","G1700310250800","Illinois","17031",2010,393,199,119,0,2,47,0,33,14,0,0,0,0,12,1,0,0,2,8,0,0,0,1,0,14,0,0,0,14,"Cook"
"319","G1700310251000","Illinois","17031",2010,100,43,40,0,0,4,0,4,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,0,0,0,5,"Cook"
"320","G1700310251100","Illinois","17031",2010,215,110,72,4,0,15,0,6,1,0,8,0,0,2,0,0,0,0,2,0,0,0,0,0,12,2,0,0,10,"Cook"
"321","G1700310251200","Illinois","17031",2010,276,114,107,1,6,8,0,0,8,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,16,1,4,4,7,"Cook"
"322","G1700310251300","Illinois","17031",2010,252,124,84,3,4,26,0,17,3,0,1,5,0,2,0,0,0,0,1,0,1,0,0,0,9,0,0,0,9,"Cook"
"323","G1700310251400","Illinois","17031",2010,140,74,44,6,4,3,1,1,1,0,0,0,0,6,0,1,0,1,4,0,0,0,0,0,3,0,0,0,3,"Cook"
"324","G1700310251500","Illinois","17031",2010,107,35,58,9,0,1,0,0,0,0,0,1,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,"Cook"
"325","G1700310251600","Illinois","17031",2010,135,36,86,1,0,10,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"Cook"
"326","G1700310251700","Illinois","17031",2010,145,98,25,3,1,4,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,0,7,0,6,"Cook"
"327","G1700310251800","Illinois","17031",2010,91,35,30,2,0,5,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,14,0,0,1,13,"Cook"
"328","G1700310251900","Illinois","17031",2010,137,51,64,4,2,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,"Cook"
"329","G1700310252000","Illinois","17031",2010,103,29,42,13,5,3,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,9,0,0,0,9,"Cook"
"330","G1700310252101","Illinois","17031",2010,20,7,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,5,"Cook"
"331","G1700310252102","Illinois","17031",2010,42,14,16,1,0,5,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,"Cook"
"332","G1700310252201","Illinois","17031",2010,37,13,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"333","G1700310252202","Illinois","17031",2010,61,24,27,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Cook"
"334","G1700310260100","Illinois","17031",2010,49,13,18,1,1,9,0,7,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,5,"Cook"
"335","G1700310260200","Illinois","17031",2010,26,10,8,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,3,0,1,0,0,0,3,0,0,0,3,"Cook"
"336","G1700310260300","Illinois","17031",2010,37,8,20,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,"Cook"
"337","G1700310260400","Illinois","17031",2010,51,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,"Cook"
"338","G1700310260500","Illinois","17031",2010,12,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"339","G1700310260600","Illinois","17031",2010,38,5,14,3,0,9,0,0,0,0,0,9,0,4,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,"Cook"
"340","G1700310260700","Illinois","17031",2010,21,15,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,"Cook"
"341","G1700310260800","Illinois","17031",2010,60,20,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Cook"
"342","G1700310260900","Illinois","17031",2010,28,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,"Cook"
"343","G1700310261000","Illinois","17031",2010,26,7,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,"Cook"
"344","G1700310270500","Illinois","17031",2010,41,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Cook"
"345","G1700310271200","Illinois","17031",2010,31,9,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Cook"
"346","G1700310271300","Illinois","17031",2010,22,6,6,2,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,"Cook"
"347","G1700310271400","Illinois","17031",2010,27,11,12,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"348","G1700310271500","Illinois","17031",2010,28,9,14,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"349","G1700310271800","Illinois","17031",2010,17,9,2,0,0,2,0,1,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,"Cook"
"350","G1700310280100","Illinois","17031",2010,255,134,34,12,1,8,2,1,0,2,3,0,0,42,6,1,2,10,4,1,11,0,6,1,24,8,1,0,15,"Cook"
"351","G1700310280400","Illinois","17031",2010,67,38,15,6,0,0,0,0,0,0,0,0,0,8,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,"Cook"
"352","G1700310280800","Illinois","17031",2010,26,8,13,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,"Cook"
